'a', 890817
'b', 356807
'c', 311564
'd', 235027
'e', 163683
'f', 301478
'g', 131593
'h', 517325
'i', 416539
'j', 55142
'k', 62107
'l', 182763
'm', 256358
'n', 135137
'o', 398681
'p', 228096
'q', 12692
'r', 201173
's', 460679
't', 1194675
'u', 73791
'v', 50514
'w', 370786
'x', 1426
'y', 28912
'z', 5651
